3415|RelationNotFoundException|class in javax.management.relation|java.management/javax/management/relation/RelationNotFoundException.html|This exception is raised when there is no relation for a given relation id in a Relation Service.
3416|RelationNotification|class in javax.management.relation|java.management/javax/management/relation/RelationNotification.html|A notification of a change in the Relation Service.
3417|RelationService|class in javax.management.relation|java.management/javax/management/relation/RelationService.html|The Relation Service is in charge of creating and deleting relation types and relations, of handling the consistency and of providing query mechanisms.
3418|RelationServiceMBean|interface in javax.management.relation|java.management/javax/management/relation/RelationServiceMBean.html|The Relation Service is in charge of creating and deleting relation types and relations, of handling the consistency and of providing query mechanisms.
3419|RelationServiceNotRegisteredException|class in javax.management.relation|java.management/javax/management/relation/RelationServiceNotRegisteredException.html|This exception is raised when an access is done to the Relation Service and that one is not registered.
3420|RelationSupport|class in javax.management.relation|java.management/javax/management/relation/RelationSupport.html|A RelationSupport object is used internally by the Relation Service to represent simple relations (only roles, no properties or methods), with an unlimited number of roles, of any relation type.
3421|RelationSupportMBean|interface in javax.management.relation|java.management/javax/management/relation/RelationSupportMBean.html|A RelationSupport object is used internally by the Relation Service to represent simple relations (only roles, no properties or methods), with an unlimited number of roles, of any relation type.
3422|RelationType|interface in javax.management.relation|java.management/javax/management/relation/RelationType.html|The RelationType interface has to be implemented by any class expected to represent a relation type.
3423|RelationTypeNotFoundException|class in javax.management.relation|java.management/javax/management/relation/RelationTypeNotFoundException.html|This exception is raised when there is no relation type with given name in Relation Service.
3424|RelationTypeSupport|class in javax.management.relation|java.management/javax/management/relation/RelationTypeSupport.html|A RelationTypeSupport object implements the RelationType interface.
3425|RelinkableCallSite|interface in jdk.dynalink|jdk.dynalink/jdk/dynalink/RelinkableCallSite.html|Interface for call sites managed by a DynamicLinker.
3426|Remote|interface in java.rmi|java.rmi/java/rmi/Remote.html|The Remote interface serves to identify interfaces whose methods may be invoked from a non-local virtual machine.
3427|RemoteCall|interface in java.rmi.server|java.rmi/java/rmi/server/RemoteCall.html|Deprecated.no replacement.
3428|RemoteException|class in java.rmi|java.rmi/java/rmi/RemoteException.html|A RemoteException is the common superclass for a number of communication-related exceptions that may occur during the execution of a remote method call.
3429|RemoteExecutionControl|class in jdk.jshell.execution|jdk.jshell/jdk/jshell/execution/RemoteExecutionControl.html|The remote agent runs in the execution process (separate from the main JShell process).
3430|RemoteObject|class in java.rmi.server|java.rmi/java/rmi/server/RemoteObject.html|The RemoteObject class implements the java.lang.Object behavior for remote objects.
3431|RemoteObjectInvocationHandler|class in java.rmi.server|java.rmi/java/rmi/server/RemoteObjectInvocationHandler.html|An implementation of the InvocationHandler interface for use with Java Remote Method Invocation (Java RMI).
3432|RemoteRecordingStream|class in jdk.management.jfr|jdk.management.jfr/jdk/management/jfr/RemoteRecordingStream.html|An implementation of an EventStream that can serialize events over the network using an MBeanServerConnection.
3433|RemoteRef|interface in java.rmi.server|java.rmi/java/rmi/server/RemoteRef.html|RemoteRef represents the handle for a remote object.
3434|RemoteServer|class in java.rmi.server|java.rmi/java/rmi/server/RemoteServer.html|The RemoteServer class is the common superclass to server implementations and provides the framework to support a wide range of remote reference semantics.
3435|RemoteStub|class in java.rmi.server|java.rmi/java/rmi/server/RemoteStub.html|Deprecated.Statically generated stubs are deprecated, since stubs are generated dynamically.
3436|RenderableImage|interface in java.awt.image.renderable|java.desktop/java/awt/image/renderable/RenderableImage.html|A RenderableImage is a common interface for rendering-independent images (a notion which subsumes resolution independence).
3437|RenderableImageOp|class in java.awt.image.renderable|java.desktop/java/awt/image/renderable/RenderableImageOp.html|This class handles the renderable aspects of an operation with help from its associated instance of a ContextualRenderedImageFactory.
3438|RenderableImageProducer|class in java.awt.image.renderable|java.desktop/java/awt/image/renderable/RenderableImageProducer.html|An adapter class that implements ImageProducer to allow the asynchronous production of a RenderableImage.
3439|RenderContext|class in java.awt.image.renderable|java.desktop/java/awt/image/renderable/RenderContext.html|A RenderContext encapsulates the information needed to produce a specific rendering from a RenderableImage.
3440|RenderedImage|interface in java.awt.image|java.desktop/java/awt/image/RenderedImage.html|RenderedImage is a common interface for objects which contain or can produce image data in the form of Rasters.
3441|RenderedImageFactory|interface in java.awt.image.renderable|java.desktop/java/awt/image/renderable/RenderedImageFactory.html|The RenderedImageFactory interface (often abbreviated RIF) is intended to be implemented by classes that wish to act as factories to produce different renderings, for example by executing a series of BufferedImageOps on a set of sources, depending on a specific set of parameters, properties, and rendering hints.
3442|Renderer|interface in javax.swing|java.desktop/javax/swing/Renderer.html|Defines the requirements for an object responsible for "rendering" (displaying) a value.
3443|RenderingHints|class in java.awt|java.desktop/java/awt/RenderingHints.html|The RenderingHints class defines and manages collections of keys and associated values which allow an application to provide input into the choice of algorithms used by other classes which perform rendering and image manipulation services.
3444|RenderingHints.Key|class in java.awt|java.desktop/java/awt/RenderingHints.Key.html|Defines the base type of all keys used along with the RenderingHints class to control various algorithm choices in the rendering and imaging pipelines.
3445|RepaintManager|class in javax.swing|java.desktop/javax/swing/RepaintManager.html|This class manages repaint requests, allowing the number of repaints to be minimized, for example by collapsing multiple requests into a single repaint for members of a component tree.
3446|Repeatable|annotation interface in java.lang.annotation|java.base/java/lang/annotation/Repeatable.html|The annotation interface java.lang.annotation.Repeatable is used to indicate that the annotation interface whose declaration it (meta-)annotates is repeatable.
3447|ReplicateScaleFilter|class in java.awt.image|java.desktop/java/awt/image/ReplicateScaleFilter.html|An ImageFilter class for scaling images using the simplest algorithm.
3448|Reporter|interface in jdk.javadoc.doclet|jdk.javadoc/jdk/javadoc/doclet/Reporter.html|Interface for reporting diagnostics and other messages.
3449|Request|interface in com.sun.net.httpserver|jdk.httpserver/com/sun/net/httpserver/Request.html|A view of the immutable request state of an HTTP exchange.
3450|RequestingUserName|class in javax.print.attribute.standard|java.desktop/javax/print/attribute/standard/RequestingUserName.html|Class RequestingUserName is a printing attribute class, a text attribute, that specifies the name of the end user that submitted the print job.
3451|RequiredModelMBean|class in javax.management.modelmbean|java.management/javax/management/modelmbean/RequiredModelMBean.html|This class is the implementation of a ModelMBean.
3452|RequiresTree|interface in com.sun.source.tree|jdk.compiler/com/sun/source/tree/RequiresTree.html|A tree node for a 'requires' directive in a module declaration.
3453|RescaleOp|class in java.awt.image|java.desktop/java/awt/image/RescaleOp.html|This class performs a pixel-by-pixel rescaling of the data in the source image by multiplying the sample values for each pixel by a scale factor and then adding an offset.
3454|ResolutionException|class in java.lang.module|java.base/java/lang/module/ResolutionException.html|Thrown when resolving a set of modules, or resolving a set of modules with service binding, fails.
3455|ResolutionSyntax|class in javax.print.attribute|java.desktop/javax/print/attribute/ResolutionSyntax.html|Class ResolutionSyntax is an abstract base class providing the common implementation of all attributes denoting a printer resolution.
3456|ResolvedModule|class in java.lang.module|java.base/java/lang/module/ResolvedModule.html|A module in a graph of resolved modules.
3457|Resolver|interface in javax.naming.spi|java.naming/javax/naming/spi/Resolver.html|This interface represents an "intermediate context" for name resolution.
3458|ResolveResult|class in javax.naming.spi|java.naming/javax/naming/spi/ResolveResult.html|This class represents the result of resolution of a name.
3459|ResolverStyle|enum class in java.time.format|java.base/java/time/format/ResolverStyle.html|Enumeration of different ways to resolve dates and times.
3460|ResourceBundle|class in java.util|java.base/java/util/ResourceBundle.html|Resource bundles contain locale-specific objects.
3461|ResourceBundle.Control|class in java.util|java.base/java/util/ResourceBundle.Control.html|ResourceBundle.Control defines a set of callback methods that are invoked by the ResourceBundle.getBundle factory methods during the bundle loading process.
3462|ResourceBundleControlProvider|interface in java.util.spi|java.base/java/util/spi/ResourceBundleControlProvider.html|An interface for service providers that provide implementations of ResourceBundle.Control.
3463|ResourceBundleProvider|interface in java.util.spi|java.base/java/util/spi/ResourceBundleProvider.html|ResourceBundleProvider is a service provider interface for resource bundles.
3464|ResponseAPDU|class in javax.smartcardio|java.smartcardio/javax/smartcardio/ResponseAPDU.html|A response APDU as defined in ISO/IEC 7816-4.
3465|ResponseCache|class in java.net|java.base/java/net/ResponseCache.html|Represents implementations of URLConnection caches.
3466|Result|interface in javax.xml.transform|java.xml/javax/xml/transform/Result.html|An object that implements this interface contains the information needed to build a transformation result tree.
3467|ResultSet|interface in java.sql|java.sql/java/sql/ResultSet.html|A table of data representing a database result set, which is usually generated by executing a statement that queries the database.
3468|ResultSetMetaData|interface in java.sql|java.sql/java/sql/ResultSetMetaData.html|An object that can be used to get information about the types and properties of the columns in a ResultSet object.
3469|Retention|annotation interface in java.lang.annotation|java.base/java/lang/annotation/Retention.html|Indicates how long annotations with the annotated interface are to be retained.
3470|RetentionPolicy|enum class in java.lang.annotation|java.base/java/lang/annotation/RetentionPolicy.html|Annotation retention policy.
3471|RetrievalMethod|interface in javax.xml.crypto.dsig.keyinfo|java.xml.crypto/javax/xml/crypto/dsig/keyinfo/RetrievalMethod.html|A representation of the XML RetrievalMethod element as defined in the W3C Recommendation for XML-Signature Syntax and Processing.
3472|ReturnInstruction|interface in java.lang.classfile.instruction|java.base/java/lang/classfile/instruction/ReturnInstruction.html|Models a return-from-method instruction in the code array of a Code attribute.
3473|ReturnTree|interface in com.sun.source.doctree|jdk.compiler/com/sun/source/doctree/ReturnTree.html|A tree node for an @return block tag.
3474|ReturnTree|interface in com.sun.source.tree|jdk.compiler/com/sun/source/tree/ReturnTree.html|A tree node for a return statement.
3475|ReverbType|class in javax.sound.sampled|java.desktop/javax/sound/sampled/ReverbType.html|The ReverbType class provides methods for accessing various reverberation settings to be applied to an audio signal.
3476|RGBColor|interface in org.w3c.dom.css|jdk.xml.dom/org/w3c/dom/css/RGBColor.html|The RGBColor interface is used to represent any RGB color value.
3477|RGBImageFilter|class in java.awt.image|java.desktop/java/awt/image/RGBImageFilter.html|This class provides an easy way to create an ImageFilter which modifies the pixels of an image in the default RGB ColorModel.
3478|RMIClassLoader|class in java.rmi.server|java.rmi/java/rmi/server/RMIClassLoader.html|RMIClassLoader comprises static methods to support dynamic class loading with RMI.
3479|RMIClassLoaderSpi|class in java.rmi.server|java.rmi/java/rmi/server/RMIClassLoaderSpi.html|RMIClassLoaderSpi is the service provider interface for RMIClassLoader.
3480|RMIClientSocketFactory|interface in java.rmi.server|java.rmi/java/rmi/server/RMIClientSocketFactory.html|An RMIClientSocketFactory instance is used by the RMI runtime in order to obtain client sockets for RMI calls.
3481|RMIConnection|interface in javax.management.remote.rmi|java.management.rmi/javax/management/remote/rmi/RMIConnection.html|RMI object used to forward an MBeanServer request from a client to its MBeanServer implementation on the server side.
3482|RMIConnectionImpl|class in javax.management.remote.rmi|java.management.rmi/javax/management/remote/rmi/RMIConnectionImpl.html|Implementation of the RMIConnection interface.
3483|RMIConnectionImpl_Stub|class in javax.management.remote.rmi|java.management.rmi/javax/management/remote/rmi/RMIConnectionImpl_Stub.html|RMIConnectionImpl remote stub.
3484|RMIConnector|class in javax.management.remote.rmi|java.management.rmi/javax/management/remote/rmi/RMIConnector.html|A connection to a remote RMI connector.
3485|RMIConnectorServer|class in javax.management.remote.rmi|java.management.rmi/javax/management/remote/rmi/RMIConnectorServer.html|A JMX API connector server that creates RMI-based connections from remote clients.
3486|RMIFailureHandler|interface in java.rmi.server|java.rmi/java/rmi/server/RMIFailureHandler.html|An RMIFailureHandler can be registered via the RMISocketFactory.setFailureHandler call.
3487|RMIJRMPServerImpl|class in javax.management.remote.rmi|java.management.rmi/javax/management/remote/rmi/RMIJRMPServerImpl.html|An RMIServer object that is exported through JRMP and that creates client connections as RMI objects exported through JRMP.
3488|RMISecurityException|class in java.rmi|java.rmi/java/rmi/RMISecurityException.html|Deprecated.Use SecurityException instead.
3489|RMISecurityManager|class in java.rmi|java.rmi/java/rmi/RMISecurityManager.html|Deprecated, for removal: This API element is subject to removal in a future version.There is no replacement for the Security Manager.
3490|RMIServer|interface in javax.management.remote.rmi|java.management.rmi/javax/management/remote/rmi/RMIServer.html|RMI object used to establish connections to an RMI connector.
3491|RMIServerImpl|class in javax.management.remote.rmi|java.management.rmi/javax/management/remote/rmi/RMIServerImpl.html|An RMI object representing a connector server.
3492|RMIServerImpl_Stub|class in javax.management.remote.rmi|java.management.rmi/javax/management/remote/rmi/RMIServerImpl_Stub.html|RMIServerImpl remote stub.
3493|RMIServerSocketFactory|interface in java.rmi.server|java.rmi/java/rmi/server/RMIServerSocketFactory.html|An RMIServerSocketFactory instance is used by the RMI runtime in order to obtain server sockets for RMI calls.
3494|RMISocketFactory|class in java.rmi.server|java.rmi/java/rmi/server/RMISocketFactory.html|An RMISocketFactory instance is used by the RMI runtime in order to obtain client and server sockets for RMI calls.
3495|Robot|class in java.awt|java.desktop/java/awt/Robot.html|This class is used to generate native system input events for the purposes of test automation, self-running demos, and other applications where control of the mouse and keyboard is needed.
3496|Role|class in javax.management.relation|java.management/javax/management/relation/Role.html|Represents a role: includes a role name and referenced MBeans (via their ObjectNames).
3497|RoleInfo|class in javax.management.relation|java.management/javax/management/relation/RoleInfo.html|A RoleInfo object summarises a role in a relation type.
3498|RoleInfoNotFoundException|class in javax.management.relation|java.management/javax/management/relation/RoleInfoNotFoundException.html|This exception is raised when there is no role info with given name in a given relation type.
3499|RoleList|class in javax.management.relation|java.management/javax/management/relation/RoleList.html|A RoleList represents a list of roles (Role objects).
3500|RoleNotFoundException|class in javax.management.relation|java.management/javax/management/relation/RoleNotFoundException.html|This exception is raised when a role in a relation does not exist, or is not readable, or is not settable.
3501|RoleResult|class in javax.management.relation|java.management/javax/management/relation/RoleResult.html|Represents the result of a multiple access to several roles of a relation (either for reading or writing).
3502|RoleStatus|class in javax.management.relation|java.management/javax/management/relation/RoleStatus.html|This class describes the various problems which can be encountered when accessing a role.
3503|RoleUnresolved|class in javax.management.relation|java.management/javax/management/relation/RoleUnresolved.html|Represents an unresolved role: a role not retrieved from a relation due to a problem.
3504|RoleUnresolvedList|class in javax.management.relation|java.management/javax/management/relation/RoleUnresolvedList.html|A RoleUnresolvedList represents a list of RoleUnresolved objects, representing roles not retrieved from a relation due to a problem encountered when trying to access (read or write) the roles.
3505|RootPaneContainer|interface in javax.swing|java.desktop/javax/swing/RootPaneContainer.html|This interface is implemented by components that have a single JRootPane child: JDialog, JFrame, JWindow, JApplet, JInternalFrame.
3506|RootPaneUI|class in javax.swing.plaf|java.desktop/javax/swing/plaf/RootPaneUI.html|Pluggable look and feel interface for JRootPane.
3507|RoundEnvironment|interface in javax.annotation.processing|java.compiler/javax/annotation/processing/RoundEnvironment.html|An annotation processing tool framework will provide an annotation processor with an object implementing this interface so that the processor can query for information about a round of annotation processing.
3508|RoundingMode|enum class in java.math|java.base/java/math/RoundingMode.html|Specifies a rounding policy for numerical operations capable of discarding precision.
3509|RoundRectangle2D|class in java.awt.geom|java.desktop/java/awt/geom/RoundRectangle2D.html|The RoundRectangle2D class defines a rectangle with rounded corners defined by a location (x,y), a dimension (w x h), and the width and height of an arc with which to round the corners.
3510|RoundRectangle2D.Double|class in java.awt.geom|java.desktop/java/awt/geom/RoundRectangle2D.Double.html|The Double class defines a rectangle with rounded corners all specified in double coordinates.
3511|RoundRectangle2D.Float|class in java.awt.geom|java.desktop/java/awt/geom/RoundRectangle2D.Float.html|The Float class defines a rectangle with rounded corners all specified in float coordinates.
3512|RowFilter<M,I>|class in javax.swing|java.desktop/javax/swing/RowFilter.html|RowFilter is used to filter out entries from the model so that they are not shown in the view.
3513|RowFilter.ComparisonType|enum class in javax.swing|java.desktop/javax/swing/RowFilter.ComparisonType.html|Enumeration of the possible comparison values supported by some of the default RowFilters.
3514|RowFilter.Entry<M,I>|class in javax.swing|java.desktop/javax/swing/RowFilter.Entry.html|An Entry object is passed to instances of RowFilter, allowing the filter to get the value of the entry's data, and thus to determine whether the entry should be shown.
3515|RowId|interface in java.sql|java.sql/java/sql/RowId.html|The representation (mapping) in the Java programming language of an SQL ROWID value.
3516|RowIdLifetime|enum class in java.sql|java.sql/java/sql/RowIdLifetime.html|Enumeration for RowId life-time values.
3517|RowMapper|interface in javax.swing.tree|java.desktop/javax/swing/tree/RowMapper.html|Defines the requirements for an object that translates paths in the tree into display rows.
3518|RowSet|interface in javax.sql|java.sql/javax/sql/RowSet.html|The interface that adds support to the JDBC API for the JavaBeans component model.
3519|RowSetEvent|class in javax.sql|java.sql/javax/sql/RowSetEvent.html|An Event object generated when an event occurs to a RowSet object.
3520|RowSetFactory|interface in javax.sql.rowset|java.sql.rowset/javax/sql/rowset/RowSetFactory.html|An interface that defines the implementation of a factory that is used to obtain different types of RowSet implementations.
3521|RowSetInternal|interface in javax.sql|java.sql/javax/sql/RowSetInternal.html|The interface that a RowSet object implements in order to present itself to a RowSetReader or RowSetWriter object.
3522|RowSetListener|interface in javax.sql|java.sql/javax/sql/RowSetListener.html|An interface that must be implemented by a component that wants to be notified when a significant event happens in the life of a RowSet object.
3523|RowSetMetaData|interface in javax.sql|java.sql/javax/sql/RowSetMetaData.html|An object that contains information about the columns in a RowSet object.
3524|RowSetMetaDataImpl|class in javax.sql.rowset|java.sql.rowset/javax/sql/rowset/RowSetMetaDataImpl.html|Provides implementations for the methods that set and get metadata information about a RowSet object's columns.
3525|RowSetProvider|class in javax.sql.rowset|java.sql.rowset/javax/sql/rowset/RowSetProvider.html|A factory API that enables applications to obtain a RowSetFactory implementation that can be used to create different types of RowSet implementations.
3526|RowSetReader|interface in javax.sql|java.sql/javax/sql/RowSetReader.html|The facility that a disconnected RowSet object calls on to populate itself with rows of data.
3527|RowSetWarning|class in javax.sql.rowset|java.sql.rowset/javax/sql/rowset/RowSetWarning.html|An extension of SQLException that provides information about database warnings set on RowSet objects.
3528|RowSetWriter|interface in javax.sql|java.sql/javax/sql/RowSetWriter.html|An object that implements the RowSetWriter interface, called a writer.
3529|RowSorter<M>|class in javax.swing|java.desktop/javax/swing/RowSorter.html|RowSorter provides the basis for sorting and filtering.
3530|RowSorter.SortKey|class in javax.swing|java.desktop/javax/swing/RowSorter.SortKey.html|SortKey describes the sort order for a particular column.
3531|RowSorterEvent|class in javax.swing.event|java.desktop/javax/swing/event/RowSorterEvent.html|RowSorterEvent provides notification of changes to a RowSorter.
3532|RowSorterEvent.Type|enum class in javax.swing.event|java.desktop/javax/swing/event/RowSorterEvent.Type.html|Enumeration of the types of RowSorterEvents.
3533|RowSorterListener|interface in javax.swing.event|java.desktop/javax/swing/event/RowSorterListener.html|RowSorterListeners are notified of changes to a RowSorter.
3534|RSAKey|interface in java.security.interfaces|java.base/java/security/interfaces/RSAKey.html|The interface to a public or private key in PKCS#1 v2.2 standard, such as those for RSA, or RSASSA-PSS algorithms.
3535|RSAKeyGenParameterSpec|class in java.security.spec|java.base/java/security/spec/RSAKeyGenParameterSpec.html|This class specifies the set of parameters used to generate an RSA key pair.
3536|RSAMultiPrimePrivateCrtKey|interface in java.security.interfaces|java.base/java/security/interfaces/RSAMultiPrimePrivateCrtKey.html|The interface to an RSA multi-prime private key, as defined in the PKCS#1 v2.2 standard, using the Chinese Remainder Theorem (CRT) information values.
3537|RSAMultiPrimePrivateCrtKeySpec|class in java.security.spec|java.base/java/security/spec/RSAMultiPrimePrivateCrtKeySpec.html|This class specifies an RSA multi-prime private key, as defined in the PKCS#1 v2.2 standard using the Chinese Remainder Theorem (CRT) information values for efficiency.
3538|RSAOtherPrimeInfo|class in java.security.spec|java.base/java/security/spec/RSAOtherPrimeInfo.html|This class represents the triplet (prime, exponent, and coefficient) inside RSA's OtherPrimeInfo structure, as defined in the PKCS#1 v2.2 standard.
3539|RSAPrivateCrtKey|interface in java.security.interfaces|java.base/java/security/interfaces/RSAPrivateCrtKey.html|The interface to an RSA private key, as defined in the PKCS#1 v2.2 standard, using the Chinese Remainder Theorem (CRT) information values.
3540|RSAPrivateCrtKeySpec|class in java.security.spec|java.base/java/security/spec/RSAPrivateCrtKeySpec.html|This class specifies an RSA private key, as defined in the PKCS#1 v2.2 standard, using the Chinese Remainder Theorem (CRT) information values for efficiency.
3541|RSAPrivateKey|interface in java.security.interfaces|java.base/java/security/interfaces/RSAPrivateKey.html|The interface to an RSA private key.
3542|RSAPrivateKeySpec|class in java.security.spec|java.base/java/security/spec/RSAPrivateKeySpec.html|This class specifies an RSA private key.
3543|RSAPSSParameterSpec|class in javax.xml.crypto.dsig.spec|java.xml.crypto/javax/xml/crypto/dsig/spec/RSAPSSParameterSpec.html|Parameters for the XML Signature RSASSA-PSS Algorithm.
3544|RSAPublicKey|interface in java.security.interfaces|java.base/java/security/interfaces/RSAPublicKey.html|The interface to an RSA public key.
3545|RSAPublicKeySpec|class in java.security.spec|java.base/java/security/spec/RSAPublicKeySpec.html|This class specifies an RSA public key.
3546|RTFEditorKit|class in javax.swing.text.rtf|java.desktop/javax/swing/text/rtf/RTFEditorKit.html|This is the default implementation of RTF editing functionality.
3547|RuleBasedCollator|class in java.text|java.base/java/text/RuleBasedCollator.html|The RuleBasedCollator class is a concrete subclass of Collator that provides a simple, data-driven, table collator.
3548|Runnable|interface in java.lang|java.base/java/lang/Runnable.html|Represents an operation that does not return a result.
3549|RunnableFuture<V>|interface in java.util.concurrent|java.base/java/util/concurrent/RunnableFuture.html|A Future that is Runnable.
3550|RunnableScheduledFuture<V>|interface in java.util.concurrent|java.base/java/util/concurrent/RunnableScheduledFuture.html|A ScheduledFuture that is Runnable.
3551|Runtime|class in java.lang|java.base/java/lang/Runtime.html|Every Java application has a single instance of class Runtime that allows the application to interface with the environment in which the application is running.
3552|Runtime.Version|class in java.lang|java.base/java/lang/Runtime.Version.html|A representation of a version string for an implementation of the Java SE Platform.
3553|RuntimeErrorException|class in javax.management|java.management/javax/management/RuntimeErrorException.html|When a java.lang.Error occurs in the agent it should be caught and re-thrown as a RuntimeErrorException.
3554|RuntimeException|class in java.lang|java.base/java/lang/RuntimeException.html|RuntimeException is the superclass of those exceptions that can be thrown during the normal operation of the Java Virtual Machine.
3555|RuntimeInvisibleAnnotationsAttribute|interface in java.lang.classfile.attribute|java.base/java/lang/classfile/attribute/RuntimeInvisibleAnnotationsAttribute.html|Models the RuntimeInvisibleAnnotations attribute (JVMS 4.7.17), which stores declaration annotations on this structure that are visible to class file consumers but are not visible to core reflection.
3556|RuntimeInvisibleParameterAnnotationsAttribute|interface in java.lang.classfile.attribute|java.base/java/lang/classfile/attribute/RuntimeInvisibleParameterAnnotationsAttribute.html|Models the RuntimeInvisibleParameterAnnotations attribute (JVMS 4.7.19), which stores declaration annotations on the method parameters of this method that are visible to class file consumers but are not visible to core reflection.
3557|RuntimeInvisibleTypeAnnotationsAttribute|interface in java.lang.classfile.attribute|java.base/java/lang/classfile/attribute/RuntimeInvisibleTypeAnnotationsAttribute.html|Models the RuntimeInvisibleTypeAnnotations attribute (JVMS 4.7.21), which stores type-use annotations for the annotated uses of types in this structure that are visible to class file consumers but are not visible to core reflection.
3558|RuntimeMBeanException|class in javax.management|java.management/javax/management/RuntimeMBeanException.html|Represents runtime exceptions thrown by MBean methods in the agent.
3559|RuntimeMXBean|interface in java.lang.management|java.management/java/lang/management/RuntimeMXBean.html|The management interface for the runtime system of the Java virtual machine.
3560|RuntimeOperationsException|class in javax.management|java.management/javax/management/RuntimeOperationsException.html|Represents runtime exceptions thrown in the agent when performing operations on MBeans.
3561|RuntimePermission|class in java.lang|java.base/java/lang/RuntimePermission.html|This class is for runtime permissions.
3562|RuntimeVisibleAnnotationsAttribute|interface in java.lang.classfile.attribute|java.base/java/lang/classfile/attribute/RuntimeVisibleAnnotationsAttribute.html|Models the RuntimeVisibleAnnotations attribute (JVMS 4.7.16), which stores declaration annotations on this structure that are visible to both class file consumers and core reflection.
3563|RuntimeVisibleParameterAnnotationsAttribute|interface in java.lang.classfile.attribute|java.base/java/lang/classfile/attribute/RuntimeVisibleParameterAnnotationsAttribute.html|Models the RuntimeVisibleParameterAnnotations attribute (JVMS 4.7.18), which stores declaration annotations on the method parameters of this method that are visible to both class file consumers and core reflection.
3564|RuntimeVisibleTypeAnnotationsAttribute|interface in java.lang.classfile.attribute|java.base/java/lang/classfile/attribute/RuntimeVisibleTypeAnnotationsAttribute.html|Models the RuntimeVisibleTypeAnnotations attribute (JVMS 4.7.20), which stores type-use annotations for the annotated uses of types in this structure that are visible to both class file consumers and core reflection.
3565|SafeVarargs|annotation interface in java.lang|java.base/java/lang/SafeVarargs.html|A programmer assertion that the body of the annotated method or constructor does not perform potentially unsafe operations on its varargs parameter.
3566|SampleModel|class in java.awt.image|java.desktop/java/awt/image/SampleModel.html|This abstract class defines an interface for extracting samples of pixels in an image.
3567|Sasl|class in javax.security.sasl|java.security.sasl/javax/security/sasl/Sasl.html|A static class for creating SASL clients and servers.
3568|SaslClient|interface in javax.security.sasl|java.security.sasl/javax/security/sasl/SaslClient.html|Performs SASL authentication as a client.
3569|SaslClientFactory|interface in javax.security.sasl|java.security.sasl/javax/security/sasl/SaslClientFactory.html|An interface for creating instances of SaslClient.
3570|SaslException|class in javax.security.sasl|java.security.sasl/javax/security/sasl/SaslException.html|This class represents an error that has occurred when using SASL.
3571|SaslServer|interface in javax.security.sasl|java.security.sasl/javax/security/sasl/SaslServer.html|Performs SASL authentication as a server.
3572|SaslServerFactory|interface in javax.security.sasl|java.security.sasl/javax/security/sasl/SaslServerFactory.html|An interface for creating instances of SaslServer.
3573|Savepoint|interface in java.sql|java.sql/java/sql/Savepoint.html|The representation of a savepoint, which is a point within the current transaction that can be referenced from the Connection.rollback method.
3574|SAXException|class in org.xml.sax|java.xml/org/xml/sax/SAXException.html|Encapsulate a general SAX error or warning.
3575|SAXNotRecognizedException|class in org.xml.sax|java.xml/org/xml/sax/SAXNotRecognizedException.html|Exception class for an unrecognized identifier.
3576|SAXNotSupportedException|class in org.xml.sax|java.xml/org/xml/sax/SAXNotSupportedException.html|Exception class for an unsupported operation.
3577|SAXParseException|class in org.xml.sax|java.xml/org/xml/sax/SAXParseException.html|Encapsulate an XML parse error or warning.
3578|SAXParser|class in javax.xml.parsers|java.xml/javax/xml/parsers/SAXParser.html|Defines the API that wraps an XMLReader implementation class.
3579|SAXParserFactory|class in javax.xml.parsers|java.xml/javax/xml/parsers/SAXParserFactory.html|Defines a factory API that enables applications to configure and obtain a SAX based parser to parse XML documents.
3580|SAXResult|class in javax.xml.transform.sax|java.xml/javax/xml/transform/sax/SAXResult.html|Acts as an holder for a transformation Result.
3581|SAXSource|class in javax.xml.transform.sax|java.xml/javax/xml/transform/sax/SAXSource.html|Acts as an holder for SAX-style Source.
3582|SAXTransformerFactory|class in javax.xml.transform.sax|java.xml/javax/xml/transform/sax/SAXTransformerFactory.html|This class extends TransformerFactory to provide SAX-specific factory methods.
3583|Scanner|class in java.util|java.base/java/util/Scanner.html|A simple text scanner which can parse primitive types and strings using regular expressions.
3584|ScatteringByteChannel|interface in java.nio.channels|java.base/java/nio/channels/ScatteringByteChannel.html|A channel that can read bytes into a sequence of buffers.
3585|ScheduledExecutorService|interface in java.util.concurrent|java.base/java/util/concurrent/ScheduledExecutorService.html|An ExecutorService that can schedule commands to run after a given delay, or to execute periodically.
3586|ScheduledFuture<V>|interface in java.util.concurrent|java.base/java/util/concurrent/ScheduledFuture.html|A delayed result-bearing action that can be cancelled.
3587|ScheduledThreadPoolExecutor|class in java.util.concurrent|java.base/java/util/concurrent/ScheduledThreadPoolExecutor.html|A ThreadPoolExecutor that can additionally schedule commands to run after a given delay, or to execute periodically.
3588|Schema|class in javax.xml.validation|java.xml/javax/xml/validation/Schema.html|Immutable in-memory representation of grammar.
3589|SchemaFactory|class in javax.xml.validation|java.xml/javax/xml/validation/SchemaFactory.html|Factory that creates Schema objects.
3590|SchemaFactoryConfigurationError|class in javax.xml.validation|java.xml/javax/xml/validation/SchemaFactoryConfigurationError.html|Thrown when a problem with configuration with the Schema Factories exists.
3591|SchemaFactoryLoader|class in javax.xml.validation|java.xml/javax/xml/validation/SchemaFactoryLoader.html|Factory that creates SchemaFactory.
